Seq#,tTrig,StPos,Tvp,Tva,Trnout,Tmot,EndPos,LagPos,TgtPos,MotErr,DifPos,Tgt+/-,Rot,Ttotal
412,3688,39,37,37,140,177,8186,8186,8186,1,0,0,0,538
413,3689,8185,39,39,130,169,8133,8133,8138,0,0,-5,0,540
414,3690,8133,30,30,130,160,8092,8092,8095,0,0,-3,0,531
415,3691,8092,29,29,130,159,8054,8054,8055,0,0,-1,0,530
416,3692,8054,25,25,140,165,8022,8021,8021,1,-1,0,0,526
417,3693,8021,9,8,120,128,8004,8004,8004,0,0,0,0,509
418,3695,8004,14,14,130,144,8027,8027,8027,0,0,0,1,515
419,3696,8027,20,20,130,150,8057,8058,8057,1,1,1,1,521
420,3697,8058,23,23,130,153,8091,8091,8091,0,0,0,1,524
421,3698,8091,4,0,40,40,8091,8091,8103,0,0,-12,1,501
422,3699,8091,29,29,140,169,8134,8134,8131,0,0,3,1,529
423,3700,8134,25,25,130,155,8168,8168,8170,0,0,-2,1,526
424,3701,8168,28,28,140,168,14,14,15,0,0,-1,1,529
425,3702,14,16,16,130,146,41,41,40,0,0,1,1,517
426,3703,41,15,15,140,155,68,68,66,1,0,2,1,516
427,3704,68,21,21,120,141,41,41,39,0,0,2,0,522
428,3705,40,27,27,140,167,3,3,5,0,0,-2,0,528
429,3706,3,18,18,140,158,8165,8166,8169,0,1,-3,0,519
430,3707,8165,7,6,120,126,8153,8153,8150,0,0,3,0,508
431,3708,8153,2,0,40,40,8153,8153,8163,0,0,-10,1,501
432,3709,8153,28,27,130,157,8188,8188,0,0,0,-4,1,529
433,3710,8188,31,31,140,171,39,39,38,0,0,1,1,532
434,3712,39,24,24,130,154,77,77,73,0,0,4,1,525
435,3713,77,11,11,120,131,62,61,58,1,-1,3,0,512
436,3714,62,22,22,130,152,34,33,32,1,-1,1,0,523
437,3715,34,23,22,130,152,2,2,3,0,0,-1,0,523
438,3716,2,13,13,130,143,8172,8172,8173,0,0,-1,0,514
439,3717,8172,16,16,120,136,8191,0,6,0,1,-6,1,517
440,3718,0,24,24,130,154,32,32,34,0,0,-2,1,525
441,3719,32,14,14,130,144,59,58,56,1,-1,2,1,515
442,3720,58,4,0,40,40,59,58,71,0,-1,-13,1,501
443,3721,59,0,0,40,40,59,58,54,0,-1,4,0,501
444,3722,58,15,15,120,135,40,40,35,0,0,5,0,516
445,3723,40,56,56,130,186,8170,8170,8167,0,0,3,0,557
446,3724,8170,21,21,130,151,8138,8138,8141,0,0,-3,0,522
447,3725,8138,29,29,130,159,8098,8098,8101,0,0,-3,0,530
448,3726,8098,31,31,130,161,8057,8057,8059,0,0,-2,0,532
449,3728,8057,14,14,130,144,8031,8032,8035,0,1,-3,0,515
450,3729,8031,14,14,130,144,8054,8054,8054,0,0,0,1,515
451,3730,8054,14,14,130,144,8077,8077,8078,0,0,-1,1,515
452,3731,8078,17,17,130,147,8108,8108,8105,0,0,3,1,518
453,3732,8109,13,13,130,143,8133,8133,8131,0,0,2,1,514
454,3733,8133,7,8,100,108,8144,8144,8149,0,0,-5,1,508
455,3734,8144,0,0,40,40,8144,8144,8136,0,0,8,0,501
456,3735,8144,27,27,130,157,8112,8112,8109,0,0,3,0,528
457,3736,8111,8,8,110,118,8122,8123,8128,1,1,-5,1,509
458,3737,8123,18,18,120,138,8150,8150,8151,0,0,-1,1,519
459,3738,8150,14,14,120,134,8174,8174,8173,0,0,1,1,515
460,3739,8174,5,0,40,40,8174,8174,8188,0,0,-14,1,501
461,3740,8174,0,0,40,40,8174,8174,8176,0,0,-2,1,501
462,3741,8174,3,0,40,40,8174,8174,8163,0,0,11,0,501
463,3742,8174,15,15,120,135,8156,8156,8151,0,0,5,0,516
464,3743,8156,21,21,130,151,8127,8126,8127,1,-1,-1,0,523
465,3745,8126,4,0,40,40,8126,8126,8138,0,0,-12,1,501
466,3746,8126,16,16,130,146,8152,8152,8152,0,0,0,1,517
467,3747,8152,3,0,40,40,8152,8152,8163,0,0,-11,1,501
468,3748,8152,13,13,140,153,8179,8179,8174,0,0,5,1,514
469,3749,8178,4,0,40,40,8178,8179,8190,0,1,-11,1,501
470,3750,8179,21,21,130,151,18,18,18,0,0,0,1,522
471,3751,18,8,8,110,118,33,34,35,1,1,-1,1,509
472,3752,33,6,6,40,46,33,32,19,1,-1,13,0,506
473,3753,32,27,27,130,157,3,3,8189,0,0,6,0,528
474,3754,3,0,0,40,40,3,3,9,0,0,-6,1,501
475,3755,3,19,20,130,150,27,28,32,0,1,-4,1,520
476,3756,27,21,21,130,151,61,62,58,1,1,4,1,522
477,3757,62,8,8,120,128,55,55,46,0,0,9,0,509
478,3758,55,13,14,130,144,32,32,34,0,0,-2,0,514
479,3759,32,8,8,110,118,21,21,16,0,0,5,0,509
480,3761,21,19,19,130,149,8184,8184,8186,1,0,-2,0,521
481,3762,8184,19,19,130,149,8154,8154,8157,0,0,-3,0,520
482,3763,8154,5,0,40,40,8154,8154,8168,0,0,-14,1,501
483,3764,8154,24,25,140,165,8184,8184,8189,0,0,-5,1,525
484,3765,8184,23,23,140,163,29,29,25,0,0,4,1,524
485,3766,29,15,15,140,155,59,59,54,0,0,5,1,516
486,3767,59,6,7,100,107,65,65,74,0,0,-9,1,508
487,3768,65,18,18,130,148,99,99,93,0,0,6,1,519
488,3769,99,9,9,130,139,85,85,82,0,0,3,0,510
489,3770,85,7,7,110,117,76,76,70,1,0,6,0,508
490,3771,75,11,11,120,131,60,60,56,0,0,4,0,512
491,3772,60,18,18,130,148,32,32,34,0,0,-2,0,519
492,3773,32,15,15,140,155,6,6,9,0,0,-3,0,516
493,3774,6,13,13,130,143,8176,8176,8177,0,0,-1,0,514
494,3775,8176,9,8,120,128,8187,8187,2,0,0,-7,1,510
495,3776,8187,25,25,140,165,29,29,31,0,0,-2,1,526
496,3778,29,24,24,130,154,65,65,63,1,0,2,1,525
497,3779,65,18,18,130,148,97,97,93,0,0,4,1,519
498,3780,97,11,11,130,141,79,79,78,0,0,1,0,512
499,3781,79,12,11,120,131,62,61,59,1,-1,2,0,512
500,3782,61,17,17,130,147,36,36,36,0,0,0,0,518
501,3783,36,19,19,130,149,8,7,9,0,-1,-2,0,520
502,3784,8,21,21,130,151,8170,8170,8171,0,0,-1,0,522
503,3785,8170,16,16,130,146,8142,8142,8146,0,0,-4,0,517
504,3786,8142,2,0,40,40,8142,8142,8132,0,0,10,0,500
505,3787,8142,0,0,40,40,8142,8142,8145,0,0,-3,1,501
506,3788,8142,14,14,130,144,8163,8163,8166,0,0,-3,1,515
507,3789,8163,11,11,130,141,8186,8186,8183,0,0,3,1,512
508,3790,8186,2,0,40,40,8186,8186,4,0,0,-10,1,501
509,3791,8186,26,26,130,156,32,32,31,0,0,1,1,526
510,3792,32,21,21,120,141,62,62,63,0,0,-1,1,522
511,3794,62,17,17,130,147,93,93,89,0,0,4,1,517
512,3795,93,10,10,120,130,113,113,112,0,0,1,1,511
513,3796,113,4,0,40,40,113,113,101,0,0,12,0,501
514,3797,113,25,25,130,155,83,83,80,0,0,3,0,526
515,3798,83,20,20,130,150,54,54,55,0,0,-1,0,521
516,3799,54,18,18,130,148,26,26,28,0,0,-2,0,518
517,3800,25,5,0,40,40,26,26,39,0,0,-13,1,501
518,3801,26,28,28,140,168,62,62,65,0,0,-3,1,529
519,3802,62,9,9,120,129,52,51,45,0,-1,6,0,510
520,3803,51,26,26,140,166,17,18,17,0,1,1,0,527
521,3804,18,19,19,130,149,8179,8179,8183,0,0,-4,0,519
522,3805,8179,23,23,140,163,15,15,20,0,0,-5,1,524
523,3806,15,30,30,130,160,56,56,56,1,0,0,1,531
524,3807,57,27,26,110,136,32,31,22,1,-1,9,0,527
525,3808,31,45,45,140,185,8168,8168,8170,0,0,-2,0,546
526,3809,8168,30,30,140,170,8128,8129,8130,0,1,-1,0,531
527,3811,8128,17,17,130,147,8103,8103,8103,1,0,0,0,518
528,3812,8102,8,8,110,118,8091,8091,8086,0,0,5,0,509
529,3813,8091,9,10,120,130,8075,8075,8074,0,0,1,0,510
530,3814,8075,4,0,40,40,8075,8075,8063,0,0,12,0,501
531,3815,8075,0,0,40,40,8075,8075,8074,0,0,1,0,501
532,3816,8075,6,6,100,106,8078,8077,8090,0,-1,-13,1,507
533,3817,8078,20,20,130,150,8109,8108,8108,0,-1,0,1,520
534,3818,8108,8,8,120,128,8123,8124,8125,0,1,-1,1,509
535,3819,8124,7,7,110,117,8133,8133,8140,0,0,-7,1,508
536,3820,8133,19,18,140,158,8162,8163,8162,1,1,1,1,519
537,3821,8162,5,0,40,40,8162,8162,8176,1,0,-14,1,501
538,3822,8162,23,23,130,153,3,3,3,0,0,0,1,523
539,3823,3,9,9,130,139,25,25,21,0,0,4,1,510
540,3824,25,11,11,120,131,44,44,45,0,0,-1,1,512
541,3825,44,4,0,40,40,44,44,56,0,0,-12,1,501
542,3827,44,16,16,130,146,73,73,70,0,0,3,1,517
543,3828,73,0,0,40,40,73,73,81,0,0,-8,1,501
544,3829,73,0,0,40,40,73,73,67,0,0,6,0,501
545,3830,73,24,24,120,144,47,47,41,0,0,6,0,525
546,3831,48,30,30,130,160,12,12,10,0,0,2,0,531
547,3832,12,17,17,130,147,8179,8179,8179,0,0,0,0,518
548,3833,8179,16,16,120,136,5,5,13,0,0,-8,1,517
549,3834,5,3,0,40,40,5,5,8186,0,0,11,0,501
550,3835,5,34,34,130,164,8163,8163,8155,0,0,8,0,535
551,3836,8163,34,34,130,164,8120,8119,8121,0,-1,-2,0,535
552,3837,8120,17,17,130,147,8094,8094,8095,1,0,-1,0,518
553,3838,8094,6,6,100,106,8098,8098,8109,0,0,-11,1,507
554,3839,8098,24,24,130,154,8132,8132,8133,0,0,-1,1,525
555,3840,8132,17,17,130,147,8156,8157,8159,0,1,-2,1,518
556,3841,8157,10,10,120,130,8171,8171,8176,0,0,-5,1,511
557,3842,8171,0,0,40,40,8171,8171,8163,0,0,8,0,501
558,3844,8171,25,25,130,155,8145,8145,8138,0,0,7,0,526
559,3845,8144,10,10,130,140,8128,8128,8126,0,0,2,0,511
560,3846,8128,11,11,120,131,8109,8109,8109,0,0,0,0,512
561,3847,8109,37,37,130,167,8063,8063,8064,0,0,-1,0,538
562,3848,8063,14,14,120,134,8083,8083,8086,0,0,-3,1,515
563,3849,8083,22,22,140,162,8116,8116,8115,0,0,1,1,523
564,3850,8116,7,6,110,116,8125,8125,8132,0,0,-7,1,507
565,3851,8125,32,32,130,162,8165,8165,8168,0,0,-3,1,533
566,3852,8165,12,12,120,132,8186,8186,8186,0,0,0,1,512
567,3853,8186,8,8,110,118,6,6,11,0,0,-5,1,509
568,3854,6,6,6,40,46,6,5,8184,1,-1,13,0,507
569,3855,5,34,34,130,164,8164,8164,8155,0,0,9,0,535
570,3856,8164,0,0,40,40,8164,8164,8170,0,0,-6,1,501
571,3857,8164,20,19,120,139,8187,8187,2,0,0,-7,1,521
572,3858,8187,24,24,130,154,31,31,29,0,0,2,1,525
573,3860,31,9,9,120,129,48,48,49,0,0,-1,1,510
574,3861,48,7,7,110,117,62,61,64,0,-1,-3,1,508
575,3862,62,18,19,140,159,95,95,90,0,0,5,1,520
576,3863,95,13,13,130,143,123,123,117,1,0,6,1,514
577,3864,123,0,0,40,40,123,124,128,0,1,-4,1,500
578,3865,123,7,7,120,127,113,113,108,0,0,5,0,508
579,3866,113,28,28,130,158,81,81,77,0,0,4,0,529
580,3867,81,25,25,140,165,48,48,48,1,0,0,0,526
581,3868,47,30,30,130,160,9,9,9,0,0,0,0,531
582,3869,9,6,6,90,96,5,5,8187,0,0,10,0,507
583,3870,5,25,25,130,155,8164,8164,8164,0,0,0,0,526
584,3871,8164,5,0,40,40,8165,8164,8178,1,-1,-14,1,501
585,3872,8164,32,32,130,162,8,8,15,0,0,-7,1,533
586,3873,8,29,29,130,159,48,48,48,0,0,0,1,530
587,3874,48,17,17,130,147,79,79,75,0,0,4,1,518
588,3875,79,3,0,40,40,79,79,90,0,0,-11,1,501
589,3877,79,17,17,140,157,111,112,106,0,1,6,1,518
590,3878,112,4,0,40,40,111,112,124,1,1,-12,1,501
591,3879,112,17,17,140,157,147,147,139,0,0,8,1,518
592,3880,146,19,19,140,159,120,120,119,0,0,1,0,520
593,3881,120,23,24,130,154,88,87,89,0,-1,-2,0,524
594,3882,88,23,23,130,153,56,56,57,0,0,-1,0,524
595,3883,56,22,22,130,152,24,24,26,0,0,-2,0,523
596,3884,24,15,15,130,145,8190,8190,1,1,0,-3,0,516
597,3885,8189,23,23,130,153,8157,8157,8158,0,0,-1,0,523
598,3886,8157,5,0,40,40,8156,8156,8171,0,0,-15,1,501
599,3887,8156,24,24,130,154,8185,8185,8191,0,0,-6,1,525
600,3888,8186,13,13,130,143,12,13,16,1,1,-3,1,514
601,3889,13,10,10,120,130,32,31,32,0,-1,-1,1,511
602,3890,31,10,11,120,131,24,24,13,0,0,11,0,511
603,3891,24,29,29,130,159,8184,8184,8179,0,0,5,0,530
604,3893,8184,32,32,130,162,8143,8143,8144,0,0,-1,0,533
605,3894,8143,4,0,40,40,8143,8143,8156,0,0,-13,1,501
606,3895,8143,20,20,130,150,8169,8169,8173,0,0,-4,1,520
607,3896,8169,7,7,110,117,8177,8177,8185,0,0,-8,1,508
608,3897,8177,0,0,40,40,8177,8177,8173,0,0,4,0,501
609,3898,8177,7,7,110,117,8174,8174,8162,0,0,12,0,508
610,3899,8174,24,24,130,154,8142,8142,8142,0,0,0,0,525
611,3900,8142,18,19,130,149,8113,8112,8116,1,-1,-4,0,519
612,3901,8112,16,16,130,146,8087,8087,8088,1,0,-1,0,517
613,3902,8088,9,9,130,139,8068,8069,8071,0,1,-2,0,510
614,3903,8069,22,22,130,152,8102,8102,8101,0,0,1,1,523
615,3904,8102,36,36,130,166,8149,8149,8150,0,0,-1,1,537
616,3905,8149,37,37,130,167,4,4,6,0,0,-2,1,539
617,3906,4,11,11,140,151,28,28,24,0,0,4,1,512
618,3907,28,9,9,120,129,19,19,11,1,0,8,0,510
619,3909,19,23,23,130,153,8182,8182,8180,0,0,2,0,524
620,3910,8182,18,18,140,158,8153,8153,8156,0,0,-3,0,518
621,3911,8153,11,11,120,131,8168,8168,8173,0,0,-5,1,512
622,3912,8168,0,0,40,40,8168,8168,8160,0,0,8,0,501
623,3913,8168,18,18,130,148,8146,8146,8142,0,0,4,0,519
624,3914,8146,23,23,130,153,8111,8112,8115,0,1,-3,0,524
625,3915,8112,19,19,130,149,8082,8082,8085,0,0,-3,0,520
626,3916,8082,19,19,130,149,8052,8052,8055,0,0,-3,0,520
627,3917,8052,14,14,130,144,8028,8028,8030,0,0,-2,0,515
628,3918,8028,12,12,130,142,8004,8004,8008,0,0,-4,0,512
629,3919,8004,26,26,140,166,8042,8042,8041,0,0,1,1,527
630,3920,8042,38,38,130,168,8091,8092,8092,0,1,0,1,539
631,3921,8092,39,39,140,179,8144,8144,8143,0,0,1,1,540
632,3922,8144,33,33,130,163,8187,8187,8188,0,0,-1,1,533
633,3923,8187,25,25,130,155,32,32,31,0,0,1,1,526
634,3924,32,9,9,130,139,51,52,50,0,1,2,1,510
635,3926,52,9,8,130,138,41,41,35,0,0,6,0,510
636,3927,41,19,19,130,149,13,13,14,0,0,-1,0,520
637,3928,13,12,13,130,143,8185,8185,8185,0,0,0,0,513
638,3929,8185,16,16,130,146,8157,8157,8161,0,0,-4,0,517
639,3930,8157,9,9,120,129,8170,8170,8175,0,0,-5,1,510
640,3931,8170,15,15,130,145,1,1,3,0,0,-2,1,516
641,3932,1,12,12,120,132,24,24,22,0,0,2,1,513
642,3933,24,7,7,40,47,24,23,9,1,-1,14,0,508
643,3934,23,24,24,120,144,8186,8186,8183,0,0,3,0,525
644,3935,8186,18,18,130,148,8157,8157,8160,0,0,-3,0,519
645,3936,8157,10,10,120,130,8171,8172,8176,0,1,-4,1,511
646,3937,8171,22,22,130,152,10,10,11,0,0,-1,1,523
647,3938,10,25,25,130,155,47,47,46,1,0,1,1,526
648,3939,47,26,27,140,167,92,92,84,0,0,8,1,527
649,3940,92,19,19,130,149,125,124,121,0,-1,3,1,520
650,3942,125,23,22,120,142,95,95,94,0,0,1,0,524
651,3943,95,22,22,130,152,63,63,65,0,0,-2,0,523
652,3944,63,5,0,40,40,63,63,50,0,0,13,0,501
653,3945,63,0,0,40,40,63,63,65,0,0,-2,1,501
654,3946,63,11,11,120,131,78,78,83,0,0,-5,1,512
655,3947,78,0,0,40,40,78,78,72,0,0,6,0,501
656,3948,78,15,15,120,135,61,61,55,0,0,6,0,515
657,3949,61,18,18,130,148,34,34,35,0,0,-1,0,519
658,3950,34,10,10,120,130,17,16,16,0,-1,0,0,511
659,3951,17,15,15,130,145,8184,8184,8186,0,0,-2,0,516
660,3952,8184,16,16,130,146,13,13,18,0,0,-5,1,517
661,3953,13,3,0,40,40,13,13,2,0,0,11,0,501
662,3954,13,23,23,140,163,8179,8179,8174,0,0,5,0,524
663,3955,8179,8,8,120,128,8164,8164,8163,0,0,1,0,509
664,3956,8164,7,7,110,117,8171,8171,8180,0,0,-9,1,508
665,3957,8171,23,24,140,164,14,14,12,0,0,2,1,524
666,3959,14,20,20,130,150,46,46,44,0,0,2,1,521
667,3960,46,16,16,140,156,79,79,72,0,0,7,1,517
668,3961,79,4,0,40,40,79,79,92,0,0,-13,1,501
669,3962,79,0,0,40,40,79,79,81,0,0,-2,1,501
670,3963,79,11,12,120,132,64,64,60,0,0,4,0,512
671,3964,64,23,23,130,153,32,32,33,0,0,-1,0,524
672,3965,32,17,17,140,157,1,1,7,0,0,-6,0,518
673,3966,1,18,18,130,148,8163,8163,8167,0,0,-4,0,519
674,3967,8163,0,0,40,40,8163,8163,8155,0,0,8,0,501
675,3968,8163,0,0,40,40,8163,8163,8171,0,0,-8,1,501
676,3969,8163,25,25,130,155,1,0,7,1,-1,-7,1,526
677,3970,1,24,24,130,154,35,35,35,0,0,0,1,525
678,3971,35,11,11,130,141,59,59,55,0,0,4,1,512
679,3972,59,18,18,120,138,38,38,33,0,0,5,0,520
680,3973,38,33,33,130,163,8188,8188,8189,0,0,-1,0,534
681,3975,8188,34,34,140,174,8142,8142,8146,0,0,-4,0,534
682,3976,8142,28,28,140,168,8098,8098,8106,0,0,-8,0,529
683,3977,8098,17,17,130,147,8068,8068,8073,0,0,-5,0,518
684,3978,8068,13,13,130,143,8044,8044,8047,0,0,-3,0,514
685,3979,8044,3,0,40,40,8044,8044,8033,0,0,11,0,501
686,3980,8044,0,0,40,40,8044,8044,8047,0,0,-3,1,500
687,3981,8044,16,16,130,146,8070,8071,8070,1,1,1,1,517
688,3982,8071,18,18,130,148,8102,8102,8099,0,0,3,1,519
689,3983,8102,18,18,130,148,8134,8134,8130,0,0,4,1,519
690,3984,8134,8,8,120,128,8149,8150,8151,0,1,-1,1,509
691,3985,8150,15,15,130,145,8176,8176,8175,0,0,1,1,516
692,3986,8176,9,9,120,129,8166,8166,8159,0,0,7,0,510
693,3987,8166,19,18,130,148,8138,8138,8139,0,0,-1,0,519
694,3988,8138,16,16,130,146,8163,8163,8164,0,0,-1,1,517
695,3989,8163,7,7,110,117,8159,8160,8148,1,1,12,0,508
696,3990,8159,23,23,130,153,8127,8127,8128,0,0,-1,0,524
697,3992,8127,4,0,40,40,8127,8127,8140,0,0,-13,1,501
698,3993,8127,28,28,130,158,8164,8164,8166,0,0,-2,1,529
699,3994,8164,19,19,130,149,4,4,1,0,0,3,1,520
700,3995,4,5,0,40,40,4,4,18,0,0,-14,1,501
701,3996,4,0,0,40,40,4,4,7,0,0,-3,1,501
702,3997,4,2,0,40,40,4,4,8186,0,0,10,0,501
703,3998,4,24,24,130,154,8172,8172,8164,0,0,8,0,525
704,3999,8172,0,0,40,40,8172,8172,8176,0,0,-4,1,501
705,4000,8172,12,12,130,142,8190,8190,1,0,0,-3,1,513
706,4001,8190,9,9,130,139,16,17,16,1,1,1,1,510
707,4002,16,11,11,130,141,39,39,36,0,0,3,1,512
708,4003,39,4,0,40,40,39,39,52,0,0,-13,1,501
709,4004,39,24,24,130,154,81,81,74,0,0,7,1,525
710,4005,81,5,0,40,40,81,81,95,0,0,-14,1,501
711,4006,81,22,23,140,163,121,121,113,0,0,8,1,523
712,4008,121,14,14,120,134,98,98,99,0,0,-1,0,515
713,4009,98,18,19,130,149,74,74,72,0,0,2,0,519
714,4010,74,26,26,130,156,39,39,40,0,0,-1,0,527
715,4011,39,9,9,120,129,50,50,57,0,0,-7,1,510
716,4012,49,24,24,140,164,89,90,84,0,1,6,1,525
717,4013,90,18,18,120,138,66,66,64,0,0,2,0,519
718,4014,66,25,25,130,155,36,36,33,0,0,3,0,526
719,4015,36,30,29,130,159,8190,8190,8190,0,0,0,0,531
720,4016,8190,23,23,130,153,8158,8158,8159,0,0,-1,0,524
721,4017,8158,4,0,40,40,8158,8158,8146,0,0,12,0,502
722,4018,8158,0,0,40,40,8158,8158,8164,0,0,-6,1,501
723,4019,8158,16,16,130,146,8179,8179,8184,0,0,-5,1,517
724,4020,8179,17,17,140,157,17,17,14,0,0,3,1,518
725,4021,17,4,0,40,40,17,17,29,0,0,-12,1,501
726,4022,17,25,25,140,165,57,57,53,0,0,4,1,526
727,4023,57,14,14,130,144,85,85,80,0,0,5,1,515
728,4025,85,7,7,110,117,95,96,101,1,1,-5,1,508
729,4026,96,0,0,40,40,96,96,89,0,0,7,0,501
730,4027,96,20,20,120,140,72,72,68,1,0,4,0,521
731,4028,72,21,21,130,151,44,44,43,0,0,1,0,522
732,4029,44,8,8,110,118,32,32,28,0,0,4,0,509
733,4030,32,16,16,130,146,4,4,8,0,0,-4,0,517
734,4031,4,18,18,140,158,8168,8168,8170,0,0,-2,0,519
735,4032,8168,11,11,120,131,8183,8183,8188,0,0,-5,1,512
736,4033,8183,15,15,140,155,15,16,16,1,1,0,1,516
737,4034,17,5,0,40,40,16,16,31,1,0,-15,1,501
738,4035,17,21,21,130,151,48,48,48,0,0,0,1,522
739,4036,48,11,11,130,141,72,71,68,0,-1,3,1,512
740,4037,71,10,10,120,130,62,62,53,0,0,9,0,511
741,4038,62,25,25,120,145,32,32,29,0,0,3,0,526
742,4039,32,19,19,130,149,5,5,5,0,0,0,0,520
743,4041,5,13,13,120,133,8177,8177,8176,0,0,1,0,514
744,4042,8177,20,20,120,140,8148,8147,8149,1,-1,-2,0,521
745,4043,8147,9,9,110,119,8158,8159,8165,0,1,-6,1,510
746,4044,8159,14,14,130,144,8184,8184,8183,0,0,1,1,515
747,4045,8184,5,0,40,40,8184,8184,6,0,0,-14,1,501
748,4046,8184,0,0,40,40,8184,8184,8186,0,0,-2,1,501
749,4047,8184,12,12,120,132,8171,8170,8164,0,-1,6,0,513
750,4048,8171,27,26,130,156,8136,8136,8136,0,0,0,0,528
751,4049,8135,5,0,40,40,8135,8135,8149,0,0,-14,1,501
752,4050,8135,21,22,130,152,8162,8162,8166,0,0,-4,1,523
753,4051,8162,16,16,120,136,8187,8187,8188,0,0,-1,1,517
754,4052,8187,2,1,40,41,8187,8187,8177,0,0,10,0,501
755,4053,8187,20,20,120,140,8165,8165,8159,1,0,6,0,521
756,4054,8165,13,14,130,144,8146,8146,8144,0,0,2,0,515
757,4055,8146,5,0,40,40,8146,8146,8133,0,0,13,0,501
758,4056,8146,1,0,40,40,8146,8146,8155,0,0,-9,1,500
759,4058,8146,26,26,130,156,8178,8178,8183,0,0,-5,1,527
760,4059,8178,20,20,130,150,14,14,16,0,0,-2,1,521
761,4060,14,6,6,80,86,17,17,29,1,0,-12,1,507
762,4061,17,0,0,40,40,18,17,18,1,-1,-1,1,502
763,4062,17,9,9,120,129,10,10,0,1,0,10,0,510
764,4063,11,25,25,130,155,8175,8175,8170,0,0,5,0,526
765,4064,8175,12,12,120,132,8189,8190,4,0,1,-6,1,513
766,4065,8190,32,32,130,162,37,38,41,1,1,-3,1,533
767,4066,38,28,29,140,169,79,79,77,0,0,2,1,529
768,4067,79,4,0,40,40,79,79,91,0,0,-12,1,501
769,4068,79,2,1,40,41,79,79,69,0,0,10,0,501
770,4069,79,36,36,140,176,39,39,35,0,0,4,0,537
771,4070,39,29,29,140,169,2,2,2,0,0,0,0,530
772,4071,2,19,19,130,149,8164,8164,8167,0,0,-3,0,520
773,4072,8164,13,13,130,143,8141,8141,8143,0,0,-2,0,514
774,4074,8141,14,15,130,145,8115,8114,8119,1,-1,-5,0,515
775,4075,8115,9,9,120,129,8097,8096,8098,1,-1,-2,0,510
776,4076,8097,6,6,100,106,8091,8091,8083,0,0,8,0,507
777,4077,8091,22,22,140,162,8057,8057,8061,0,0,-4,0,523
778,4078,8057,18,18,130,148,8030,8030,8031,1,0,-1,0,518
779,4079,8029,5,0,40,40,8030,8029,8043,1,-1,-14,1,501
780,4080,8029,26,26,140,166,8065,8065,8066,0,0,-1,1,527
781,4081,8065,22,22,120,142,8099,8099,8097,0,0,2,1,523
782,4082,8099,21,21,140,161,8133,8133,8130,0,0,3,1,522
783,4083,8133,20,20,140,160,8164,8164,8163,0,0,1,1,521
784,4084,8164,19,19,130,149,0,0,1,0,0,-1,1,520
785,4085,0,14,14,120,134,25,25,24,0,0,1,1,515
786,4086,25,14,14,130,144,48,47,48,0,-1,-1,1,515
787,4087,48,7,7,100,107,59,59,64,0,0,-5,1,509
788,4088,59,19,19,130,149,88,88,88,0,0,0,1,520
789,4089,88,3,0,40,40,88,88,77,0,0,11,0,501
790,4091,88,21,21,120,141,63,63,59,0,0,4,0,522
791,4092,62,4,0,40,40,62,63,75,0,1,-12,1,501
792,4093,63,14,14,130,144,86,86,86,0,0,0,1,515
793,4094,86,8,8,130,138,103,103,103,0,0,0,1,509
794,4095,103,11,11,120,131,88,88,84,0,0,4,0,512
795,4096,88,31,31,140,171,49,49,49,0,0,0,0,532
796,4097,49,34,34,140,174,6,6,7,0,0,-1,0,535
797,4098,6,26,26,130,156,8164,8163,8164,1,-1,-1,0,527
798,4099,8163,18,18,130,148,8187,8187,8191,0,0,-4,1,519
799,4100,8187,25,25,140,165,31,31,31,0,0,0,1,526
800,4101,30,20,21,130,151,61,61,60,0,0,1,1,521
